Attribute21,Attribute4,Attribute1,Attribute9,Attribute8,Attribute20,Attribute5,Attribute23,Attribute3,Attribute10,Attribute7,Attribute22,Attribute13,Attribute2,Attribute17,Attribute15,Attribute12,Attribute18,Attribute11,Attribute14,Attribute24,Attribute19,Attribute6,Attribute16,Class
0,83,1,4,4,0,5,0,2,47,3,0,1,36,1,1,1,1,3,1,1,0,5,0,2
0,67,2,4,4,0,5,0,3,38,3,0,2,48,0,1,1,1,3,2,1,0,3,0,1
1,24,4,3,2,0,3,0,3,44,3,0,2,24,0,1,2,1,3,2,1,0,3,0,1
0,12,1,3,3,1,1,0,2,23,2,0,1,18,0,1,1,1,3,2,1,0,2,1,2
0,118,1,3,4,1,1,0,0,29,3,0,1,45,0,1,2,1,3,1,1,0,5,0,2
1,51,2,3,4,0,5,0,2,42,2,0,1,24,0,1,1,1,3,2,1,0,5,0,1
1,23,3,1,3,0,1,1,2,25,2,0,1,15,0,1,1,1,3,1,0,0,2,0,2
1,11,1,3,4,0,1,0,0,48,3,0,1,12,0,1,2,1,1,1,1,0,3,1,2
1,9,4,3,2,0,5,0,2,21,2,0,1,12,0,1,1,1,3,1,1,0,3,0,1
0,6,4,1,3,1,1,1,2,23,2,0,2,4,0,1,1,1,3,1,0,0,2,0,1
1,30,1,2,4,0,1,0,4,63,3,0,1,24,1,1,2,1,3,2,1,0,5,0,1
1,26,4,1,3,0,1,0,4,46,4,0,1,24,0,1,2,0,3,1,1,1,5,0,1
1,52,1,2,2,0,1,0,2,29,3,0,1,36,0,1,1,1,3,1,1,0,4,0,2
1,30,4,1,2,0,1,1,3,28,3,0,1,21,1,1,2,1,2,1,0,0,3,0,1
1,19,4,1,4,0,1,0,2,23,2,0,1,18,0,1,1,1,3,1,1,0,2,0,2
1,16,4,3,4,0,1,0,1,50,3,0,1,24,0,1,1,1,1,2,1,0,4,0,1
1,34,4,2,4,0,1,0,2,47,3,0,2,18,0,1,3,1,1,2,1,0,5,0,1
1,40,2,3,3,0,5,0,2,35,3,0,1,21,0,1,1,1,3,2,1,0,4,0,1
0,68,4,3,4,1,5,0,2,68,3,0,1,18,0,1,2,1,3,1,1,0,3,1,2
1,12,4,1,2,0,1,0,2,28,4,0,1,24,0,1,1,1,3,1,1,0,2,1,1
1,14,1,1,4,0,1,0,2,59,3,0,1,9,0,1,1,1,3,1,1,0,4,0,1
1,7,1,1,4,0,1,1,2,57,3,0,1,12,0,1,1,1,2,1,0,0,5,0,2
0,22,1,2,2,1,1,0,4,33,4,0,1,20,0,2,2,0,1,1,1,0,3,1,2
1,40,4,2,4,0,5,0,4,43,3,0,1,24,1,1,2,1,3,2,1,0,4,0,1
0,15,4,4,4,0,1,0,4,35,3,0,1,15,0,1,2,1,3,2,1,0,3,0,1
0,14,1,4,4,0,1,1,1,32,3,0,2,18,0,1,2,1,3,1,0,0,4,1,2
1,109,4,3,2,0,1,0,3,45,3,0,2,36,0,1,2,1,3,2,1,0,5,1,1
1,15,4,1,3,0,2,0,2,33,4,0,1,24,0,1,1,1,3,2,1,0,2,1,1
1,9,4,2,3,0,5,0,2,40,2,0,1,10,0,1,1,1,3,2,1,0,4,0,1
0,33,4,4,2,0,1,0,4,28,3,0,1,15,0,1,1,1,3,2,1,0,3,0,1
1,40,1,2,2,0,1,0,2,29,2,0,1,15,0,1,1,1,3,2,1,0,3,1,2
0,36,4,1,2,1,2,0,2,26,3,0,2,9,0,2,1,0,3,1,1,0,3,1,1
1,58,4,1,2,0,4,0,4,27,3,0,1,24,1,1,2,1,3,1,1,0,3,0,1
1,22,4,3,2,0,1,0,3,28,4,0,1,18,0,1,1,1,3,2,1,0,3,0,2
1,24,1,1,4,0,1,0,2,35,2,0,1,24,0,1,1,1,3,2,1,0,2,0,2
1,45,4,1,2,0,4,1,4,32,3,0,2,27,0,1,2,1,2,2,0,0,2,0,1
0,22,4,1,2,1,1,1,2,25,3,0,1,10,0,1,1,1,1,1,0,0,3,0,2
0,22,4,3,4,1,3,0,2,20,2,0,1,15,0,1,1,1,3,1,1,0,3,0,1
1,24,1,3,1,0,1,0,2,27,2,0,1,18,0,1,1,1,2,1,1,0,2,0,1
1,33,4,2,4,0,1,0,4,42,3,0,1,12,0,1,1,1,2,1,1,0,5,0,1
1,74,4,2,2,0,5,0,2,37,3,0,1,36,0,1,2,1,3,1,1,0,5,0,1
0,7,1,2,4,1,1,0,2,24,2,0,1,12,0,1,1,1,3,1,1,0,5,0,1
1,77,4,3,4,0,3,0,3,40,2,0,1,36,0,1,2,1,3,2,1,0,4,0,1
1,13,3,1,4,0,1,0,4,46,3,0,2,6,0,2,2,1,3,1,1,0,5,1,1
1,14,1,1,1,0,2,0,4,26,3,0,1,24,0,1,2,1,3,2,1,0,4,0,1
1,9,4,1,1,0,5,0,2,24,2,0,1,15,0,1,1,1,3,1,1,0,2,0,1
1,36,1,2,2,0,1,1,2,29,3,0,2,12,0,1,1,0,3,1,0,1,3,0,1
1,13,2,3,4,0,4,0,4,40,2,0,1,11,0,1,2,1,3,1,1,0,3,1,1
0,19,1,4,4,0,1,0,1,36,3,0,1,18,0,1,1,0,1,2,0,1,2,0,1
1,36,4,3,2,0,1,0,2,28,3,0,1,36,0,1,1,1,3,1,1,0,5,0,1
0,14,1,4,2,0,1,0,2,27,3,0,1,9,0,1,1,1,3,2,0,0,2,1,2
1,67,4,2,3,0,5,0,4,36,3,0,1,30,0,1,2,1,3,1,1,0,4,0,1
1,78,4,3,3,0,1,0,2,38,3,0,1,24,1,1,1,1,3,2,0,0,4,0,1
0,93,4,4,4,0,5,0,2,48,1,0,1,24,1,1,1,1,3,2,1,0,3,0,1
1,22,2,1,4,0,5,0,4,36,3,0,1,30,0,1,2,1,3,1,1,0,5,1,1
1,11,4,3,4,0,1,0,4,65,2,1,1,18,0,1,2,1,3,1,0,0,1,0,1
1,41,2,3,3,0,1,0,2,43,1,0,1,24,0,1,1,1,3,2,1,0,4,0,2
1,8,1,2,4,0,1,0,2,53,2,0,1,12,0,1,1,1,3,1,1,0,2,0,2
1,28,2,4,3,0,5,0,4,34,3,0,2,24,0,1,2,1,3,2,1,0,4,0,1
1,157,2,3,2,0,1,0,2,23,3,0,1,48,0,1,1,1,3,2,1,0,3,0,2
1,66,4,3,4,0,1,0,4,34,3,0,1,36,0,1,2,1,3,2,0,0,5,1,1
0,78,4,1,4,1,5,0,1,40,3,0,2,28,1,1,2,0,1,2,1,0,2,0,1
1,24,1,3,4,0,1,0,4,43,3,0,2,27,0,1,4,1,2,2,0,0,5,0,1
1,18,4,3,4,0,1,0,4,46,3,0,1,15,0,1,2,1,3,2,1,0,5,0,1
1,22,1,2,4,0,1,1,4,38,3,0,1,12,0,2,2,1,1,1,0,0,3,1,1
1,58,2,3,4,0,1,0,4,34,3,0,1,36,1,1,2,1,3,2,1,0,3,0,1
1,12,4,2,3,0,5,0,4,29,3,0,1,18,0,1,2,1,3,2,1,0,3,0,1
1,89,4,3,2,0,5,0,3,31,3,0,2,36,1,1,1,1,2,2,0,0,4,0,1
0,26,1,2,4,1,1,0,2,28,2,0,1,21,0,1,1,1,3,2,0,0,2,0,1
1,16,4,2,2,0,4,0,4,35,2,0,1,12,0,2,1,1,3,1,1,0,4,0,1
0,22,4,1,4,1,5,1,2,33,2,0,1,15,0,1,1,1,1,1,0,0,4,0,1
1,42,1,3,3,0,1,0,2,42,3,0,1,18,0,1,1,0,3,1,1,1,3,0,2
0,26,1,2,4,1,1,0,4,43,3,0,1,16,0,1,1,0,1,2,1,0,5,1,2
1,35,4,1,4,0,5,0,4,44,1,0,1,20,0,1,2,1,3,2,1,0,2,1,1
0,105,4,4,4,0,5,0,4,42,3,0,1,36,1,1,2,1,3,1,1,0,5,0,1
0,14,4,1,2,1,5,0,2,40,4,0,1,15,0,1,1,1,3,2,1,0,3,0,1
1,13,4,1,1,0,1,0,2,36,3,0,1,24,0,1,1,1,3,2,0,0,5,0,1
0,11,1,1,2,1,1,0,2,20,3,0,2,12,0,1,1,1,3,2,0,0,3,0,1
1,38,1,1,2,0,5,1,2,24,3,0,1,21,0,2,1,0,3,1,0,1,4,1,1
1,37,2,3,2,0,5,0,2,27,4,0,1,36,0,1,1,1,3,1,1,0,3,0,1
1,36,4,2,2,0,1,1,3,46,2,0,1,15,1,1,2,1,3,1,0,0,2,0,1
1,32,2,1,2,0,5,1,2,33,2,0,1,9,0,1,1,1,3,1,0,0,3,1,1
1,45,4,1,4,0,1,0,3,34,2,0,1,36,0,1,2,1,3,1,1,0,3,0,1
1,47,2,3,4,0,1,1,4,25,2,0,1,24,0,1,1,1,1,1,0,0,2,0,2
1,30,2,3,4,0,5,0,2,25,2,0,1,30,0,1,1,1,3,1,1,0,5,0,1
1,21,4,1,2,0,4,0,2,28,1,0,1,11,0,1,1,1,3,2,1,0,5,0,1
0,32,1,2,2,1,1,0,1,31,3,0,1,24,0,1,1,1,3,2,1,0,3,0,2
1,184,2,2,2,0,1,0,0,32,2,0,1,48,0,2,1,1,1,2,0,0,3,0,2
1,28,4,1,2,0,2,0,2,32,3,0,2,10,1,1,1,0,3,1,1,1,3,0,1
1,149,1,4,4,0,1,0,2,68,3,0,1,6,0,1,1,1,1,2,0,0,5,1,2
1,24,1,2,1,0,2,0,2,33,1,0,1,24,0,1,1,1,3,1,1,0,1,0,2
0,33,1,2,2,1,1,0,2,39,3,0,1,24,0,1,1,1,3,2,0,0,5,0,2
1,18,4,4,2,0,1,0,4,28,2,0,1,18,0,1,2,1,3,1,1,0,3,0,1
1,127,4,3,1,0,3,0,3,37,3,0,1,48,0,1,1,1,3,2,0,0,4,0,1
0,14,1,2,4,1,1,0,2,22,2,0,1,9,0,1,1,1,3,1,1,0,2,0,2
0,20,2,2,4,1,1,0,2,30,3,0,2,12,0,1,1,1,3,2,1,0,4,1,1
1,69,1,2,1,0,1,0,1,55,1,0,1,24,0,1,1,1,1,2,1,0,2,0,2
1,7,1,3,2,0,1,0,1,46,3,0,1,12,0,1,2,1,1,2,1,0,2,1,2
0,10,1,2,4,1,1,0,4,21,2,0,1,18,0,1,1,1,3,1,1,0,2,0,1
0,103,1,4,4,0,1,0,2,39,3,0,2,48,1,1,3,1,2,2,1,0,4,0,2
1,19,4,3,4,0,5,0,2,58,3,0,1,30,0,1,1,1,3,2,1,0,5,0,1
1,13,1,1,2,0,1,1,3,43,3,0,2,12,0,1,2,1,3,1,0,0,3,1,1
1,17,1,2,1,0,1,1,2,24,3,0,1,24,0,2,1,0,3,1,0,1,2,0,1
1,17,2,3,2,0,1,0,2,22,2,0,1,9,0,1,1,1,3,2,1,0,2,0,2
1,12,4,1,1,0,1,0,4,30,3,0,1,9,0,1,2,1,3,1,1,0,3,1,1
1,5,4,2,4,0,3,0,4,42,3,0,2,12,0,1,2,1,3,2,1,0,5,0,1
1,15,1,3,1,0,1,0,2,23,2,0,1,12,0,1,1,1,1,1,1,0,3,0,1
1,19,2,4,3,0,2,0,3,30,3,0,1,30,0,1,2,1,2,1,0,0,2,0,2
1,7,3,1,2,0,1,1,2,28,2,0,1,9,0,1,1,1,3,1,0,0,3,0,2
0,21,2,3,3,1,1,0,2,30,4,0,1,6,0,1,1,1,3,2,0,0,2,0,1
0,63,2,4,4,0,1,0,2,42,3,0,1,60,0,1,1,1,3,1,1,0,3,0,2
1,68,4,2,4,0,5,0,4,46,3,0,2,24,1,1,2,1,3,2,0,0,3,0,1
1,35,4,2,3,0,5,0,2,45,3,0,2,12,0,1,1,1,3,2,0,0,2,1,1
1,15,4,1,2,0,1,1,2,31,3,0,2,10,0,2,1,1,3,1,0,0,3,1,1
1,9,4,3,2,0,5,0,2,31,3,0,1,24,0,1,1,1,2,2,1,0,4,0,1
1,15,4,1,1,0,1,1,4,42,3,0,2,4,0,1,3,1,3,1,0,0,4,1,1
0,18,1,2,1,1,1,0,2,46,2,0,1,15,0,1,1,0,3,1,1,0,2,0,1
1,84,2,3,1,0,3,0,0,30,2,0,1,48,0,1,2,1,3,1,1,0,2,1,1
0,33,1,4,4,0,3,0,1,30,3,0,2,24,0,1,1,1,3,2,1,0,2,0,2
1,29,4,4,4,0,5,0,2,38,3,0,1,12,0,1,1,1,3,2,0,0,1,1,1
1,15,4,2,1,0,1,1,2,43,4,0,2,18,0,1,1,0,3,1,0,1,2,0,2
1,36,4,3,4,0,2,0,2,31,3,0,1,24,0,1,2,1,3,1,1,0,5,0,2
1,36,2,3,3,0,1,0,4,40,4,1,2,18,0,1,3,1,3,2,0,0,1,0,1
1,21,1,3,1,0,1,0,3,24,3,0,1,36,0,1,2,1,3,2,1,0,4,0,2
0,41,2,3,4,1,3,0,2,28,2,0,1,24,1,1,1,1,3,1,1,0,2,0,2
1,110,4,3,2,0,1,0,2,26,2,0,1,36,0,1,2,1,3,2,0,0,1,0,2
1,19,1,2,4,0,1,0,2,29,2,0,1,12,0,1,1,0,3,2,1,0,3,1,1
0,12,1,2,4,1,4,0,4,57,2,0,1,24,0,1,2,1,3,2,0,0,5,0,1
1,37,3,2,4,0,5,1,4,49,3,0,1,30,0,1,2,1,2,1,0,0,5,0,1
1,12,2,1,4,0,1,1,4,37,3,0,1,9,0,1,3,1,3,1,0,0,5,0,1
1,40,1,3,2,0,1,1,2,45,3,0,1,28,0,1,1,1,3,1,0,0,3,1,2
0,31,2,4,4,0,2,0,2,30,3,0,1,24,0,1,1,1,3,1,1,0,5,0,1
0,17,4,1,2,1,1,0,4,30,4,0,1,6,0,1,2,1,3,1,1,0,5,0,1
1,24,2,2,4,0,1,0,3,47,1,0,1,21,0,1,2,1,3,1,1,0,3,1,1
1,36,4,4,2,0,5,0,2,29,3,0,1,15,0,1,1,1,3,1,1,0,3,1,1
1,24,4,3,2,0,3,0,2,35,3,0,1,24,0,1,2,1,1,2,1,0,5,0,2
1,5,2,2,1,0,1,1,2,22,4,0,1,6,0,1,1,1,3,1,0,0,2,0,1
1,17,2,3,1,0,5,0,2,26,2,0,1,30,0,1,1,1,3,1,1,0,3,0,1
1,25,2,2,2,0,3,1,4,23,3,0,1,27,0,1,2,1,3,1,0,0,3,0,2
0,36,4,3,2,1,1,0,2,54,2,0,1,15,0,1,1,1,1,2,0,0,5,0,1
0,72,4,2,4,1,5,0,2,29,4,0,1,42,0,1,1,1,3,2,1,0,4,0,1
1,39,1,1,2,0,1,1,4,40,3,0,2,11,0,1,2,1,3,1,0,0,3,1,1
1,15,2,1,2,0,2,0,2,22,3,0,1,15,0,1,1,0,3,1,1,0,3,0,1
1,74,4,2,4,0,1,1,2,43,3,0,2,24,0,1,1,1,3,1,0,0,3,1,1
0,12,1,4,4,1,1,0,1,29,2,1,1,24,0,1,2,0,3,1,0,1,1,1,2
0,73,1,4,4,1,1,0,2,36,3,0,1,60,0,1,1,0,3,1,1,1,5,0,2
1,28,4,3,2,0,1,0,4,33,2,0,1,30,0,1,1,1,3,2,1,0,3,0,1
1,13,3,3,3,0,3,1,2,57,2,0,1,24,0,1,1,1,3,1,0,0,3,0,1
1,8,2,1,3,0,1,0,2,64,2,0,1,6,0,1,1,0,3,1,1,0,3,0,1
1,24,2,2,2,0,5,0,3,42,3,0,1,18,0,1,2,1,3,1,1,0,5,0,1
1,25,4,3,4,0,1,1,3,47,3,0,2,24,0,1,2,1,3,1,0,0,5,1,2
0,13,2,2,2,1,2,0,1,25,4,0,1,15,0,1,1,1,3,1,1,0,3,1,2
1,84,2,2,2,0,1,0,4,49,3,0,1,30,0,1,1,1,3,1,1,0,4,0,2
0,48,4,3,2,1,1,0,2,33,3,0,1,48,0,1,1,1,1,2,0,0,1,0,2
1,29,3,3,1,0,2,0,2,28,2,0,1,21,0,1,1,1,1,2,0,0,3,1,1
1,82,1,2,2,0,1,0,2,26,3,0,2,36,1,1,1,1,3,1,1,0,3,0,2
1,20,4,2,2,0,1,1,4,30,3,0,1,24,0,1,2,1,3,1,0,0,4,0,1
0,14,1,2,3,1,1,0,4,25,2,0,1,15,0,1,2,1,3,1,1,0,3,0,1
1,63,3,2,1,0,1,0,0,33,1,0,1,42,0,1,2,1,3,1,1,0,2,0,1
1,14,4,1,4,0,2,0,2,64,2,0,1,13,0,1,1,1,3,1,1,0,1,0,1
0,66,1,4,2,0,1,0,2,29,3,0,1,24,1,1,1,1,3,2,0,0,1,0,1
1,17,2,2,2,0,1,1,4,48,3,0,1,24,0,1,2,1,3,1,0,0,5,0,1
1,36,4,2,1,0,5,1,4,37,3,0,2,12,0,1,2,1,3,1,0,0,2,0,1
1,16,4,3,4,0,2,1,1,34,3,0,2,15,0,1,1,1,1,1,0,0,5,0,1
0,19,1,3,4,1,5,1,2,23,4,0,1,18,0,1,2,1,3,1,0,0,4,0,1
1,40,1,2,3,0,1,0,2,30,3,0,1,36,0,1,1,1,3,2,0,0,1,0,1
1,24,4,3,3,0,5,0,2,50,3,0,1,12,0,1,1,1,3,2,1,0,5,1,1
1,17,4,1,4,0,1,1,2,31,2,0,1,12,0,1,1,1,3,1,0,0,4,0,1
1,39,1,2,4,0,1,0,2,40,1,0,1,30,1,1,1,1,3,2,0,0,3,0,1
1,8,4,3,4,0,1,0,2,38,3,0,1,12,0,1,1,1,3,1,1,0,5,0,1
0,18,1,4,4,0,1,0,2,23,3,0,1,45,0,1,1,1,3,2,1,0,3,0,2
1,46,2,3,4,0,2,0,4,27,3,0,1,45,1,1,1,1,3,1,1,0,1,0,1
