teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursAverageByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
5,0.0,0,0,19,85.57142900000002,4.503759,1.916541,66.85714300000001,3.518797,1.100868,28.642857,1.507519,1.65685,107.142858,5.6390980000000015,4.800162,40.285715,2.120301,1.126365,4.75,0.43301300000000004,21.392857,4.829094,4.466071,0.747536,16.714285999999998,2.4301459999999997,3.517857,0.37161700000000003,7.160714,1.447531,1.5071430000000001,0.256646,26.785714000000002,11.196073,5.619643,2.147859,10.071429,2.893518,2.089286,0.47919700000000004,3.8,0.4,17.114286,5.589641,4.538094999999998,1.421957,13.371429000000001,3.088623,3.5380949999999998,0.766112,5.728571,3.6101900000000002,1.454762,0.875899,21.428572,10.831549,5.883333,3.332971,8.057143,1.524226,2.17381,0.6064470000000001,92,86,0.9348,4868,52.913000000000004,37.71392700000001,30.6667,4.784233,28.6667,5.436502,0.9292,0.039856,1622.6667,622.9843940000002,18.4,17.327435,17.2,2,2,0,0
6,0.0,0,0,9,23.214285999999998,2.579365,1.300522,17.857143,1.984127,0.816497,10.571429,1.174603,1.563472,30.5,3.388889,1.5355860000000001,5.857143,0.650794,0.41573999999999994,3.0,1.6329930000000001,7.738094999999999,3.689631,2.880952,0.965974,5.952381,2.116773,2.301587,0.5836439999999999,3.5238099999999997,2.857936,1.015873,0.976158,10.166667,3.7043519999999996,4.055556,1.3766120000000002,1.9523810000000001,0.7589229999999999,0.7460319999999999,0.18374300000000002,2.25,0.43301300000000004,5.803571,2.345956,2.5625,0.9630860000000001,4.464286,2.1954849999999997,1.892857,0.549814,2.642857,1.0714290000000002,1.279762,0.600542,7.625,3.8257239999999997,3.247024,1.12061,1.464286,0.43301300000000004,0.660714,0.210533,26,25,0.9615,1006,38.6923,21.143774,8.6667,3.299832,8.3333,3.399346,0.95833333,0.058926,335.3333,177.86199399999995,8.6667,1.699673,8.3333,1,0,1,0
4,0.25,1,0,6,22.857143,3.8095239999999997,2.687419,22.857143,3.8095239999999997,2.687419,15.142857000000001,2.5238099999999997,3.543382,35.642857,5.940476,4.337338,9.285714,1.547619,0.372678,2.0,0.816497,7.6190479999999985,3.67809,3.8730160000000002,1.512025,7.6190479999999985,3.67809,3.8730160000000002,1.512025,5.047619,5.690825,2.404762,2.910416,11.880952,6.330558,5.93254,2.699422,3.095238,0.935566,1.642857,0.254216,2.0,0.816497,7.6190479999999985,1.8232560000000002,5.071429,3.488075,7.6190479999999985,1.8232560000000002,5.071429,3.488075,5.047619,4.083038,4.190476,4.239967,11.880952,2.455269,7.9404759999999985,5.123005,3.095238,1.2580799999999999,1.611111,0.320816,103,71,0.6893,5765,55.9709,40.125884,34.3333,20.072092,24.0,13.366625,0.70443333,0.046005000000000004,1921.6667,1154.013383,25.75,26.98495,17.75,2,2,0,0
6,0.5,1,0,18,36.75,2.041667,1.9830009999999998,27.75,1.541667,1.202572,16.5,0.916667,1.709857,80.0,4.444444,6.011305999999999,10.5,0.583333,0.946485,6.0,0.816497,12.25,3.2850669999999997,2.056349,0.52251,9.25,2.66927,1.5246030000000002,0.282457,5.5,2.160247,0.884921,0.272223,26.666666999999997,12.552114,4.274603,1.829655,3.5,2.27303,0.5428569999999999,0.298978,3.0,0.0,6.125,5.5259800000000014,2.041667,1.841993,4.625,2.4822290000000002,1.541667,0.8274100000000001,2.75,4.616546,0.916667,1.538849,13.333332999999998,11.070481,4.444444,3.6901599999999997,1.75,1.952562,0.583333,0.650854,175,162,0.9257,11041,63.0914,50.622103,87.5,39.5,81.5,36.5,0.9333,0.0042,5520.5,2437.5,29.1667,23.77265,27.0,1,1,0,1
5,0.4,0,0,13,19.5,1.5,0.85485,22.0,1.6923080000000001,1.474638,14.0,1.0769229999999999,1.439099,115.0,8.846153999999997,9.773166999999999,12.5,0.9615379999999999,1.420476,4.3333,2.054805,6.5,3.937004,1.4464290000000002,0.24353899999999998,7.3333330000000005,5.104464,1.565476,0.389142,4.6666669999999995,4.496913,0.857143,0.505076,38.333333,38.125524,6.8809520000000015,4.432538,4.1666669999999995,4.478343,0.75,0.540062,2.6,0.48989799999999994,3.9,1.4966629999999999,1.533333,0.627163,4.4,2.57682,1.7,0.896908,2.8,3.187475,1.2,1.528979,23.0,16.804761,8.466667,5.479659,2.5,2.48998,0.916667,0.813087,155,151,0.9742,9871,63.6839,47.82748,77.5,3.5,76.0,3.0,0.9809,0.0056,4935.5,283.5,31.0,25.416529999999998,30.2,2,1,1,0
7,0.0,0,0,38,105.5,2.776316,1.6650330000000002,108.5,2.855263,1.7126,54.5,1.4342110000000001,2.065287,149.0,3.9210529999999997,2.868904,47.0,1.236842,1.897841,19.0,4.0,52.75,1.25,2.919565,0.680435,54.25,0.75,2.996377,0.6702899999999999,27.25,5.25,1.4398549999999999,0.026812,74.5,15.5,3.9231879999999997,0.010145,23.5,6.5,1.369565,0.6304350000000001,5.4286,1.678191,15.071429,3.9318169999999997,2.986395,1.069337,15.5,4.698024,3.085034,1.231527,7.785714,10.703327999999999,1.371429,1.7563229999999999,21.285714000000002,12.668457,3.9047620000000003,1.6906919999999999,6.714286,8.729495,1.187075,1.414925,106,63,0.5943,3205,30.2358,39.34836,35.3333,21.913973000000002,21.6667,13.474255,0.7225,0.210952,1068.3333,551.60755,17.6667,14.208760999999999,10.8333,0,0,0,0
7,0.2857,0,0,33,98.0,2.969697,1.753522,52.0,1.575758,0.749962,80.5,2.439394,2.627816,143.5,4.348485,6.959281,31.5,0.9545450000000001,0.7215689999999999,16.5,6.5,49.0,20.0,2.95,0.05,26.0,9.0,1.61087,0.08913,40.25,20.25,2.3152169999999996,0.315217,71.75,14.75,4.730435,0.969565,15.75,4.75,0.9956520000000001,0.104348,4.7143,1.829464,14.0,7.4833149999999975,2.8054419999999998,1.1233030000000002,7.4285710000000025,3.8491980000000003,1.4863950000000001,0.5271100000000001,11.5,12.267844,2.094558,2.1827810000000003,20.5,19.039433,6.312925,9.193886000000001,4.5,3.55568,0.87415,0.57717,27,26,0.963,689,25.5185,12.317919,9.0,1.6329930000000001,9.0,1.6329930000000001,1.0,0.0,229.6667,54.051416,9.0,8.524475,8.6667,0,0,0,1
6,0.0,0,0,35,156.0,4.457143,3.101547,142.0,4.057143,2.7038900000000003,126.5,3.614286,3.5032349999999997,162.5,4.642857,2.837432,31.5,0.9,1.319091,17.5,8.5,78.0,38.0,4.452991,0.008546999999999999,71.0,36.0,4.002137,0.113248,63.25,27.75,3.722222,0.22222199999999998,81.25,44.25,4.469017,0.357906,15.75,10.25,0.805556,0.194444,5.8333,1.462494,26.0,16.319722,4.269841,2.3696029999999997,23.666667,13.11064,3.911111,1.7596009999999995,21.083333,18.610966,3.265079,2.558103,27.083333000000003,11.777155,4.77619,1.894396,5.25,7.733853999999999,0.8341270000000001,1.096033,79,78,0.9873,4672,59.1392,58.074098,26.3333,4.0276819999999995,26.3333,4.0276819999999995,1.0,0.0,1557.3333,334.72609,13.1667,6.229411,13.0,0,0,0,1
6,0.0,0,0,37,151.5,4.094595,2.670757,68.0,1.837838,1.635973,39.0,1.054054,0.733225,196.0,5.297297,4.11894,40.0,1.081081,0.775586,18.5,3.5,75.75,13.75,4.100758,0.032576,34.0,13.0,1.768182,0.368182,19.5,5.5,1.034848,0.101515,98.0,8.0,5.409091,0.590909,20.0,2.5,1.094697,0.07197,6.1667,0.8975270000000001,25.25,5.956439,4.127778,0.893592,11.333333,5.120764,1.8261900000000002,0.800443,6.5,1.892969,1.069048,0.322872,32.666667,10.918892999999999,5.444444,1.8530330000000002,6.6666669999999995,2.7487369999999998,1.054762,0.360311,136,123,0.9044,10126,74.4559,53.450343999999994,45.3333,7.0395710000000005,41.0,7.788881,0.8996,0.060045,3375.3333,921.21526,27.2,15.171025,24.6,0,0,0,1
6,0.0,0,0,30,55.0,1.833333,1.714319,47.0,1.566667,1.745152,57.0,1.9,2.343075,131.0,4.366667,4.070081,17.5,0.583333,0.659335,15.0,4.0,27.5,10.5,1.772727,0.227273,23.5,12.5,1.447368,0.44736800000000004,28.5,2.5,2.093301,0.72488,65.5,40.5,3.9258370000000014,1.6531099999999999,8.75,2.75,0.5753590000000001,0.029904000000000007,5.0,1.6329930000000001,9.166667,7.0336490000000005,1.804762,1.121517,7.8333330000000005,5.669117,1.636508,1.159879,9.5,10.673175,1.788889,2.03967,21.833333,16.657497,3.934921,2.413382,2.916667,3.3218550000000002,0.53254,0.44186099999999995,6,3,0.5,79,13.1667,4.179979,6.0,0.0,3.0,0.0,0.5,0.0,79.0,0.0,6.0,0.0,3.0,0,0,0,0
3,0.0,0,1,16,65.5,4.09375,2.279109,19.0,1.1875,1.01358,24.5,1.53125,0.833268,48.0,3.0,2.3717080000000004,17.0,1.0625,1.248437,8.0,2.0,32.75,11.75,3.975,0.475,9.5,4.5,1.116667,0.283333,12.25,1.5,1.583333,0.208333,24.0,16.0,2.666667,1.333333,8.5,4.5,0.983333,0.31666700000000003,5.3333,1.247219,21.833333,14.085059,3.990476,2.185491,6.3333330000000005,3.399346,1.354762,0.987685,8.166667,5.169354,1.464286,0.700461,16.0,6.164414,3.2595240000000003,1.793225,5.6666669999999995,4.496913,1.27619,1.2189729999999999,127,52,0.4094,3064,24.125999999999998,51.20516,42.3333,14.079141,18.0,5.715476,0.42623333,0.024957,1021.3333,679.019064,21.1667,15.571520000000001,9.1667,0,0,0,0
6,0.1667,0,0,27,158.57143,5.8730160000000025,5.665577,125.000001,4.6296300000000015,3.014824,47.714286,1.767196,2.244334,138.857144,5.142857,4.883836,81.14285799999998,3.005291,5.226817,5.4,2.2449939999999997,31.714285999999998,16.638534,6.509976999999999,3.909146,25.0,11.9823,5.07483,2.629801,9.542857000000001,4.116071,1.880839,0.8549610000000001,27.771428999999998,12.47973,5.763152,3.146256,16.228572,13.650028,3.4023809999999997,3.4521050000000004,4.5,0.5,26.428571999999996,13.84511,5.752381,2.597378,20.833334,7.494858,4.54881,1.314599,7.952381,5.903226,1.7702380000000002,1.23163,23.142857,14.320196,5.004762,2.7169119999999998,13.523810000000001,13.296122,2.916667,2.756543,141,125,0.8865,5904,41.8723,31.270916999999997,47.0,20.049938,42.6667,16.977109,0.92173333,0.048931,1968.0,515.726672,28.2,13.120976,25.0,0,0,0,1
4,0.0,0,1,8,11.928572,1.4910709999999998,1.6944299999999999,4.214286,0.526786,0.9662270000000001,7.221429,0.9026790000000001,0.9973209999999999,15.314286,1.9142860000000002,1.79635,3.242857,0.405357,0.698995,2.0,1.224745,2.982143,1.690591,1.700893,1.009156,1.0535709999999998,0.661197,0.647321,0.642904,1.8053569999999999,1.135977,0.9647319999999999,0.488647,3.8285709999999997,3.625153,1.747321,0.645053,0.810714,0.414455,0.610714,0.46883800000000003,2.6667,0.471405,3.9761910000000014,2.246943,1.380952,0.675956,1.404762,0.948205,0.52381,0.301796,2.407143,0.838427,0.9690479999999999,0.446694,5.104762,4.170537,1.812698,1.31427,1.0809520000000001,0.824484,0.360317,0.274828,44,42,0.9545,3316,75.3636,47.886747,14.6667,9.030811,14.0,8.602325,0.96583333,0.025847000000000002,1105.3333,623.34385,8.8,4.955805000000002,8.4,0,0,0,0
4,0.25,0,1,9,4.5,0.5,1.658312,4.571429,0.507937,1.3966450000000001,9.142857000000001,1.015873,1.204416,19.428572,2.15873,3.20108,1.714286,0.190476,0.942809,2.25,0.43301300000000004,1.125,1.2437340000000001,0.5625,0.6218670000000001,1.142857,0.920293,0.529762,0.47211800000000004,2.285714,1.629605,1.017857,0.7883479999999999,4.857143,3.441938,2.428571,1.720969,0.428571,0.742308,0.214286,0.371154,3.0,0.0,1.5,2.12132,0.5,0.7071069999999999,1.52381,1.1024610000000001,0.507937,0.367487,3.047619,2.450415,1.015873,0.816805,6.476191,5.982211,2.15873,1.99407,0.571429,0.808122,0.190476,0.269374,44,26,0.5909,1133,25.75,48.034611,14.6667,13.123346,9.0,5.887841000000001,0.79673333,0.205511,377.6667,173.770602,14.6667,10.624918,8.6667,0,0,0,0
4,0.0,0,1,13,35.57142899999999,2.736264,1.9429740000000002,25.714285999999998,1.9780220000000002,1.336781,37.857143,2.9120880000000002,2.266295,39.571428999999995,3.043956,7.9859339999999985,16.0,1.230769,1.273303,2.6,1.0198040000000002,7.114286,3.616741,2.621429,0.522748,5.142857,2.364706,1.9666669999999997,0.814495,7.5714289999999975,4.713853,2.771429,1.6564720000000002,7.914286,3.139739,3.714286,2.568649,3.2,1.286032,1.235714,0.183565,4.3333,0.471405,11.857142999999999,2.828427,2.7,0.33335,8.571429,0.9965930000000001,1.9976189999999998,0.306413,12.619048,8.136868,2.7595240000000003,1.502609,13.190476,8.815828,3.228572,2.2758119999999997,5.3333330000000005,2.1263919999999996,1.283333,0.588158,45,41,0.9111,2069,45.9778,50.47221,15.0,9.092121,14.0,8.286535,0.94966667,0.035608999999999995,689.6667,206.275436,15.0,9.273617999999999,14.0,0,0,0,0
7,0.1429,0,0,24,113.285715,4.720238,3.587933,98.57142900000001,4.107143,3.091206,49.857143,2.077381,2.071215,144.28571499999995,6.0119050000000005,4.579544,49.428571999999996,2.059524,1.91304,6.0,0.7071069999999999,28.321429,9.574292999999999,4.976871,2.195017,24.642857,8.338196,4.334694,1.963168,12.464286,1.489333,2.084184,0.1852,36.071428999999995,11.920014,6.1971089999999975,2.227203,12.357142999999999,3.9695910000000003,2.1212590000000002,0.737206,4.0,0.57735,18.880952,7.0539309999999995,4.65873,1.3674879999999998,16.428570999999998,5.569597,4.042857,0.9368219999999999,8.309524,5.712748,1.9785709999999999,1.383208,24.047619,12.49399,5.864286,2.497873,8.238095,6.000945,2.042063,1.4980719999999998,261,252,0.9655,18430,70.613,51.391813,87.0,4.242641000000001,84.3333,6.944222,0.96826667,0.044877999999999994,6143.3333,1226.304566,43.5,33.584471,42.0,0,0,0,1
5,0.2,1,0,20,27.142857,1.357143,0.74162,25.214285999999998,1.260714,0.686932,18.071429000000002,0.9035709999999999,1.042533,22.428572,1.121429,1.661325,9.285714,0.464286,0.570088,5.0,0.0,6.785714,1.7914189999999999,1.357143,0.358284,6.303571,1.800209,1.260714,0.36004200000000003,4.517857,1.210472,0.9035709999999999,0.242094,5.607143,1.9176279999999999,1.121429,0.38352600000000003,2.321429,1.649443,0.464286,0.329889,4.0,0.0,5.428571,0.94329,1.357143,0.23582199999999998,5.042857,0.839825,1.260714,0.209956,3.614286,2.995098,0.9035709999999999,0.748775,4.485714,4.564817,1.121429,1.141204,1.857143,0.803055,0.464286,0.200764,22,16,0.7273,1074,48.8182,26.638379999999998,11.0,2.0,8.0,0.0,0.75215,0.13675,537.0,174.0,7.3333,2.054805,5.3333,0,0,0,1
5,0.6,1,0,18,27.357143,1.519841,0.572654,24.357143,1.353175,0.588601,22.714285999999998,1.2619049999999998,1.007687,58.585715,3.254762,4.399092,13.857142999999999,0.769841,0.548736,4.5,1.118034,6.839286,1.70262,1.580357,0.44042600000000004,6.089286,1.531452,1.372024,0.243011,5.678571,1.472105,1.264881,0.078235,14.646429000000001,4.712753,3.253869,0.9103049999999999,3.464286,1.947958,0.717857,0.271942,3.6,0.8,5.471429,1.301177,1.517857,0.10227,4.871429,1.164439,1.3678569999999999,0.18543900000000002,4.542857,1.965831,1.3357139999999998,0.589275,11.717143,12.257111,3.129286,2.9627830000000004,2.771429,0.989125,0.892857,0.586519,74,68,0.9189,2863,38.6892,20.146709,24.6667,7.4087039999999975,22.6667,6.649978999999999,0.92116667,0.016880000000000003,954.3333,215.509216,37.0,6.0,34.0,0,0,0,1
5,0.0,0,0,15,39.0,2.6,1.2,33.0,2.2,1.375984,22.0,1.466667,1.58605,57.0,3.8,4.721582,25.0,1.666667,1.490712,5.0,0.816497,13.0,3.741657,2.55,0.32403699999999996,11.0,2.94392,2.161111,0.291971,7.3333330000000005,0.471405,1.505556,0.247331,19.0,12.328828,3.494444,1.8723290000000001,8.333333,3.771236,1.594444,0.61559,3.0,0.632456,7.8,3.37046,2.5333330000000003,0.8055359999999999,6.6,2.939388,2.233333,0.95219,4.4,4.223742,1.6,1.420485,11.4,12.092972999999999,3.35,2.828624,5.0,2.7568099999999998,1.6833330000000002,0.869866,125,116,0.9279999999999999,4811,38.488,23.284541,62.5,20.5,58.0,18.0,0.93405,0.01835,2405.5,444.5,31.25,15.039531,29.0,0,0,0,1
5,0.2,0,0,15,60.0,4.0,3.741657,59.0,3.933333,3.6417330000000003,47.0,3.1333330000000004,2.872088,109.0,7.266667,7.792874,31.0,2.066667,2.644911,5.0,0.816497,20.0,1.6329930000000001,4.1666669999999995,1.0274020000000001,19.666667,0.942809,4.072222,0.872028,15.666667000000002,3.399346,3.105556,0.268857,36.333333,16.819301,7.855556,4.7885919999999995,10.333333,2.054805,2.088889,0.386181,3.0,0.0,12.0,9.055385000000001,4.0,3.018462,11.8,9.152049,3.933333,3.0506830000000003,9.4,8.0399,3.1333330000000004,2.679967,21.8,15.011995,7.266667,5.003998,6.2,6.241795,2.066667,2.080598,47,47,1.0,1776,37.7872,29.872734,23.5,20.5,23.5,20.5,1.0,0.0,888.0,740.0,11.75,9.807523,11.75,0,0,0,0
5,0.4,0,0,38,64.721429,1.703195,0.8347049999999999,59.292857,1.560338,0.8591540000000001,87.57142900000002,2.304511,3.194416,247.78571499999998,6.520677,5.237057,40.714286,1.0714290000000002,0.9225549999999999,9.5,2.291288,16.180357,6.540758,1.6370120000000001,0.289033,14.823214000000002,5.878609,1.5035399999999999,0.29101,21.892857,12.714536,2.150697,0.698561,61.946429,34.972561,6.111028,1.8709580000000001,10.178571,5.584349,1.004082,0.295241,7.6,1.8547240000000005,12.944286,4.394589,1.693698,0.4959310000000001,11.858571000000001,4.7372819999999995,1.510683,0.42987600000000004,17.514286,18.472837,2.222143,2.248129,49.557142999999996,21.414872,6.707142999999999,2.337545,8.142857000000001,3.73811,1.090873,0.383364,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
5,0.2,0,0,39,131.571429,3.3736260000000002,1.460864,72.0,1.846154,0.640513,118.285715,3.0329669999999997,2.147732,221.00000099999997,5.6666669999999995,4.530124,57.714286,1.479853,0.979742,7.8,3.4871190000000003,26.314286,15.278209,2.894286,1.448591,14.4,7.6052610000000005,1.52,0.793473,23.657142999999998,14.020567999999999,2.726429,1.2118959999999999,44.2,25.539981,4.757857,2.443743,11.542857000000001,7.837846000000001,1.302143,0.637884,7.8,2.0396080000000003,26.314286,13.381803,3.1712700000000003,0.9721799999999999,14.4,3.857037,1.8537299999999999,0.114291,23.657142999999998,15.634238,2.804365,1.3766459999999998,44.2,33.036603,4.989127,3.582918,11.542857000000001,6.8012,1.4102379999999999,0.628396,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
6,0.1667,0,0,53,125.96428600000002,2.3766849999999997,1.561941,82.64285699999998,1.559299,1.20983,69.14285699999999,1.304582,2.122002,337.642858,6.37062,7.5098460000000005,76.035715,1.434636,1.637139,13.25,4.548351,31.491071999999996,14.184695999999999,2.307143,0.461775,20.660714000000002,9.513467,1.514286,0.373859,17.285714000000002,8.280209,1.420536,0.738498,84.410714,72.158072,5.44256,3.038793,19.008929000000002,11.334613000000001,1.330655,0.365091,8.8333,0.8975270000000001,20.994048,8.674049,2.3349580000000003,0.830993,13.773810000000001,5.968941,1.520049,0.5402859999999999,11.523810000000001,13.632485999999998,1.27037,1.512003,56.27381,43.574013,6.208655,4.7221660000000005,12.672619000000001,11.199384,1.360752,1.184749,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
6,0.1667,1,0,44,57.428571999999996,1.305195,0.6848420000000001,43.142857,0.980519,0.520251,61.5,1.397727,1.276526,191.571429,4.353896,8.00113,40.0,0.909091,0.97595,11.0,2.738613,14.357142999999999,3.609087,1.307044,0.049868,10.785714,3.7314160000000003,0.9817459999999999,0.214491,15.375,2.161452,1.525,0.559607,47.892857,51.292218,3.6922620000000004,3.1580369999999998,10.0,4.582576,0.870139,0.206411,7.3333,2.8087169999999997,9.571429,5.496443,1.2916860000000001,0.433855,7.190475999999999,3.05913,1.024414,0.277016,10.25,5.63211,1.32277,0.5832,31.928571,49.283972,3.5986769999999995,4.8095690000000015,6.6666669999999995,5.2668040000000005,1.1065,0.8627360000000001,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
6,0.1667,0,0,53,118.000001,2.2264150000000003,1.698323,104.14285799999999,1.9649599999999998,1.15357,105.285715,1.986523,1.8557830000000002,269.142858,5.078167,5.217314,61.85714300000001,1.167116,0.9036930000000001,13.25,3.49106,29.5,4.5,2.3258650000000003,0.5161319999999999,26.035714000000002,5.861823,2.002642,0.374744,26.321429,11.443461,1.9212759999999998,0.40613499999999997,67.285715,19.669462,5.087708,0.8931399999999999,15.464285999999998,4.773839,1.1894360000000002,0.385832,8.8333,1.86339,19.666667,6.7906830000000005,2.207738,0.528838,17.357143,6.7621139999999995,1.9458330000000001,0.528903,17.547619,12.681718,1.956548,1.188058,44.857143,41.401305,4.744048,3.969099,10.309524,4.242173,1.233929,0.527419,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
6,0.1667,0,0,52,152.508572,2.932857,1.405766,149.651429,2.877912,1.378135,96.14285799999999,1.848901,1.248075,141.071429,2.7129119999999998,3.3263529999999997,25.214285999999998,0.48489,0.7435,10.4,5.2763620000000016,30.501714,19.39234,2.330932,1.28139,29.930286,18.49618,2.4964020000000002,0.8349690000000001,19.228572,11.323661,1.661503,0.5728979999999999,28.214285999999998,27.775558,2.512432,1.307856,5.042857,3.8786699999999996,0.422818,0.182642,8.6667,0.471405,25.418095,10.365891,2.912712,1.104589,24.941905,10.646005,2.8531880000000003,1.13163,16.02381,7.469514999999999,1.8115080000000001,0.791762,23.511905,16.884482000000002,2.786541,2.080372,4.202381,4.563314,0.484292,0.520878,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
5,0.2,1,0,20,49.142857,2.457143,1.1,31.285715000000003,1.564286,0.829156,28.0,1.4,1.0246950000000001,68.428572,3.4214290000000003,2.850877,33.142857,1.657143,1.32665,5.0,0.0,12.285714,2.6783330000000003,2.457143,0.535667,7.8214289999999975,1.6974619999999998,1.564286,0.339492,7.0,1.870829,1.4,0.374166,17.107143,9.604619999999999,3.4214290000000003,1.920924,8.285714,3.016959,1.657143,0.603392,4.0,0.0,9.828571,1.8503169999999998,2.457143,0.462579,6.257143,0.552545,1.564286,0.13813599999999998,5.6,1.499388,1.4,0.374847,13.685714,6.385826,3.4214290000000003,1.596457,6.628571000000001,3.865705,1.657143,0.966426,98,95,0.9694,4596,46.898,34.365528999999995,32.6667,9.177267,31.6667,9.177267,0.9670000000000001,0.008698000000000001,1532.0,260.001282,24.5,16.933694,23.75,1,1,0,1
5,0.2,0,0,20,63.714286,3.185714,1.9849430000000001,44.571428999999995,2.228571,1.7720049999999998,59.428571999999996,2.971429,2.507987,114.857143,5.742857,6.4799690000000005,39.428571999999996,1.971429,0.943398,5.0,0.0,15.928571,6.142442,3.185714,1.228488,11.142857000000001,5.167599,2.228571,1.03352,14.857142999999999,5.324184,2.971429,1.064837,28.714285999999998,17.534514,5.742857,3.506903,9.857142999999999,3.1493439999999997,1.971429,0.629869,4.0,0.0,12.742857,2.3306299999999998,3.185714,0.582658,8.914286,1.7346409999999999,2.228571,0.4336600000000001,11.885714,5.779203,2.971429,1.444801,22.971429,11.612589999999999,5.742857,2.903147,7.885714,2.2882130000000003,1.971429,0.5720529999999999,55,46,0.8364,7577,137.7636,159.70836599999996,18.3333,12.03698,15.3333,7.930252,0.9143,0.121198,2525.6667,2124.9980920000007,11.0,7.771744,9.4,1,1,0,1
